<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2014.09.09	31.9770	32.1450	31.9640	32.0410	1026	0	0
2014.09.10	32.0330	32.1990	31.9340	32.1490	1124	0	0
2014.09.11	32.1130	32.2220	32.1070	32.1380	910	0	0
2014.09.12	32.1380	32.2480	32.1380	32.2140	1070	0	0
2014.09.15	32.1520	32.3030	32.1520	32.2670	865	0	0
2014.09.16	32.2550	32.2850	32.1550	32.1550	749	0	0
2014.09.17	32.1550	32.2910	32.1500	32.2800	856	0	0
2014.09.18	32.2830	32.3350	32.2220	32.2220	915	0	0
2014.09.19	32.2200	32.2680	32.1660	32.1800	1006	0	0
2014.09.22	32.1740	32.2610	32.1480	32.2490	1048	0	0
2014.09.23	32.2390	32.2660	32.1950	32.2330	1195	0	0
2014.09.24	32.2340	32.2530	32.1640	32.2050	983	0	0
2014.09.25	32.2060	32.3170	32.2000	32.2810	1182	0	0
2014.09.26	32.2740	32.3550	32.2550	32.3360	1115	0	0
2014.09.29	32.3200	32.4150	32.3200	32.3830	790	0	0
2014.09.30	32.3640	32.4410	32.3400	32.4200	1128	0	0
2014.10.01	32.4200	32.4830	32.3370	32.4150	881	0	0
2014.10.02	32.4130	32.4660	32.3600	32.4250	1057	0	0
2014.10.03	32.3930	32.6450	32.3930	32.6270	1051	0	0
2014.10.06	32.6220	32.6790	32.3520	32.5690	787	0	0
2014.10.07	32.5630	32.6530	32.5490	32.5680	899	0	0
2014.10.08	32.5610	32.6630	32.3620	32.5230	986	0	0
2014.10.09	32.5230	32.5790	32.3490	32.3870	1316	0	0
2014.10.10	32.3830	32.4790	32.3710	32.4470	955	0	0
2014.10.13	32.3930	32.4530	32.3540	32.3830	809	0	0
2014.10.14	32.3930	32.5210	32.3870	32.4570	1219	0	0
2014.10.15	32.4690	32.5420	32.3670	32.3730	1135	0	0
2014.10.16	32.3560	32.5280	32.3560	32.4030	1101	0	0
2014.10.17	32.3970	32.4570	32.3270	32.4000	1007	0	0
2014.10.20	32.3580	32.4060	32.2090	32.2550	804	0	0
2014.10.21	32.2540	32.2870	32.2170	32.2450	986	0	0
2014.10.22	32.2440	32.3450	32.2400	32.3230	837	0	0
2014.10.23	32.3170	32.3760	32.3000	32.3540	471	0	0
2014.10.24	32.3550	32.4460	32.3090	32.3940	895	0	0
2014.10.27	32.3740	32.4580	32.3670	32.4180	578	0	0
2014.10.28	32.4070	32.4690	32.4060	32.4250	662	0	0
2014.10.29	32.4230	32.5280	32.4030	32.5210	1084	0	0
2014.10.30	32.5210	32.5860	32.4250	32.5250	778	0	0
2014.10.31	32.5180	32.6060	32.4490	32.5940	1131	0	0
2014.11.03	32.5760	32.7140	32.5490	32.7090	721	0	0
2014.11.04	32.6930	32.7230	32.4690	32.6460	1075	0	0
2014.11.05	32.6540	32.8620	32.6470	32.7290	1235	0	0
2014.11.06	32.7470	32.8600	32.6790	32.7790	965	0	0
2014.11.07	32.8440	32.9240	32.6850	32.6940	980	0	0
2014.11.10	32.7400	32.8470	32.6740	32.7190	999	0	0
2014.11.11	32.8010	32.8930	32.7090	32.8160	753	0	0
2014.11.12	32.8360	32.8670	32.7870	32.8140	793	0	0
2014.11.13	32.8190	32.8490	32.6990	32.7780	744	0	0
2014.11.14	32.7700	32.8920	32.7570	32.7960	1003	0	0
2014.11.17	32.7680	32.8190	32.6630	32.7780	741	0	0
2014.11.18	32.7740	32.8140	32.7370	32.7470	818	0	0
2014.11.19	32.7440	32.8470	32.7320	32.8270	814	0	0
2014.11.20	32.7580	32.8770	32.7540	32.7770	973	0	0
2014.11.21	32.7720	32.8120	32.7150	32.7350	991	0	0
2014.11.24	32.7080	32.8490	32.7030	32.7920	699	0	0
2014.11.25	32.8020	32.8370	32.7710	32.7720	680	0	0
2014.11.26	32.7730	32.7980	32.7120	32.7310	799	0	0
2014.11.27	32.7340	32.7840	32.7340	32.7620	405	0	0
2014.11.28	32.7580	32.8570	32.7500	32.8360	837	0	0
2014.12.01	32.8260	32.9300	32.7570	32.7800	1220	0	0
2014.12.02	32.7700	32.8820	32.7570	32.8570	1097	0	0
2014.12.03	32.8340	32.9300	32.8150	32.8610	991	0	0
2014.12.04	32.8390	32.9280	32.8390	32.8900	936	0	0
2014.12.05	32.8890	33.0180	32.8390	33.0160	802	0	0
2014.12.08	32.9490	33.1030	32.9490	32.9900	1067	0	0
2014.12.09	32.9920	33.0490	32.7650	32.8170	1320	0	0
2014.12.10	32.8170	32.8820	32.7620	32.7670	536	0	0
2014.12.11	32.7540	32.8690	32.7330	32.8070	1142	0	0
2014.12.12	32.8040	32.8240	32.7670	32.7950	828	0	0
2014.12.15	32.7910	33.0050	32.7590	32.9600	1356	0	0
2014.12.16	32.9600	33.0910	32.8500	32.9390	1116	0	0
2014.12.17	32.9460	33.0340	32.7220	32.8810	1064	0	0
2014.12.18	32.9020	32.9770	32.8320	32.8440	1046	0	0
2014.12.19	32.7810	32.8740	32.7810	32.8250	871	0	0
2014.12.22	32.8180	32.8950	32.8070	32.8600	662	0	0
2014.12.23	32.8680	32.9330	32.8590	32.8690	636	0	0
2014.12.24	32.8790	32.9140	32.8050	32.8280	549	0	0
2014.12.26	32.8370	32.9410	32.7990	32.8010	451	0	0
2014.12.29	32.8250	32.9760	32.8210	32.9030	603	0	0
2014.12.30	32.9130	32.9740	32.7800	32.8300	633	0	0
2014.12.31	32.8360	32.9680	32.7930	32.8130	465	0	0
2015.01.02	32.7600	32.9910	32.7600	32.9310	429	0	0
2015.01.05	32.9010	33.0610	32.8060	32.9500	1014	0	0
2015.01.06	32.9410	32.9820	32.8390	32.8440	710	0	0
2015.01.07	32.8500	32.9200	32.7990	32.8190	1121	0	0
