timestamp,gold_spot_usd,usd_thb_rate,open_thai,high_thai,low_thai,close_thai
2026-02-20 21:00:00,5054.183,31.0233,74385.67,74691.27,74305.44,74547.69
2026-02-20 22:00:00,5042.506,30.9953,74560.24,74691.65,73640.09,74308.67
2026-02-20 23:00:00,5066.475,30.9768,74307.57,74670.75,74199.86,74617.56
2026-02-21 00:00:00,5072.994,30.9719,74618.51,74760.12,74467.96,74701.81
2026-02-21 01:00:00,5071.081,30.9588,74700.9,74714.31,74429.09,74642.22
2026-02-21 02:00:00,5079.392,30.9717,74643.29,74800.27,74607.16,74795.54
2026-02-21 03:00:00,5096.892,30.9171,74796.58,74993.02,74752.46,74921.6
2026-02-21 04:00:00,5105.809,30.9153,74922.72,75078.2,74824.38,75048.33
2026-02-23 06:00:00,5165.373,30.9153,75133.99,76019.31,75092.07,75923.84
2026-02-23 07:00:00,5144.589,30.8567,75923.74,75943.76,75258.85,75475.75
2026-02-23 08:00:00,5157.618,30.903,75470.64,75874.33,75398.1,75779.84
2026-02-23 09:00:00,5173.697,30.8649,75778.39,75958.51,75728.91,75922.85
2026-02-23 10:00:00,5166.851,30.8447,75922.77,75966.32,75572.7,75773.02
2026-02-23 11:00:00,5160.691,30.8482,75772.59,75822.92,75621.41,75691.23
2026-02-23 12:00:00,5158.279,30.8333,75691.86,75711.34,75548.86,75619.5
2026-02-23 13:00:00,5145.739,30.8402,75617.32,75655.88,75420.02,75452.46
2026-02-23 14:00:00,5136.727,30.8539,75452.46,75578.72,75237.82,75353.6
2026-02-23 15:00:00,5140.034,30.8802,75349.84,75506.63,75238.0,75466.05
2026-02-23 16:00:00,5149.524,30.8657,75462.46,75611.26,75451.1,75570.07
2026-02-23 17:00:00,5162.601,30.8705,75568.19,75785.22,75536.78,75773.7
